,text
7480,"so mad, I ordered online from kohls and they had somehow set my main address to be my sisters in Tampa, so theyre sending her my order!! "
7481,Drove by the little league fields today. I really miss coaching baseball in Kyrgyzstan 
7482,@thecraigmorris Sorry the phone died  x
7483,twitterific 2.x on the iPhone and Tweetie 1.2.x on the Mac - me think  (via @derRuedi) nah on the mac i'd rather use seesmic desktop 
7484,@CHRISDJMOYLES   What happened to the live feed? 
7485,Making a lot of money and still broke 
7486,@theDebbyRyan one of my ROle models. 
7487,Heyy BBM is different...slightly. Not that way cool one 
7488,@eddieb2 thank u I def will be cking it out  i love breakfast/brunch spots
7489,GOING TO SAN JOSE TODAY!!!!! 
7490,@casiestewart no daycare 
7491,@BDDCache @Zach_Wszolek   no words necessary
7492,"Tonight: Big parties for new Salvadoran Prez Funes' inauguration...but drat, can't find a good, unbiased article to post in English "
7493," R.I.P. to my ipod, officially. Dang. The battery actually smoked (trying to fix headphone jack). Sucked it up &amp; ordered a new one. Blah"
7494,"Even though, I'm exhausted, I feel at ease. Hmm, it feels like I've got so much to ponder on. My mind is wandering... "
7495,@JujuDeRoussie LoLz no Teddy willow but I got a very pretty little dolly when I was 10 :p she's waaaay big now 
7496,@KarenAlloy i think we have the ability to be a rude as we want b/c were hot sexy funny people.....yea....thats what i tell myself  lols
7497,"@ EVERYONE i have just realised how twitter works, that if i click @mytoybox it shows what you have said about/or to me  xxx"
7498,"Bye-bye to Jay Leno at the Tonight show. 17 years, man... Stepping down's gotta be hard. "
7499,Today is Akira's birthday. We bought a Miserable at patisserie Kuyt - the best in Holland  The sun shines - this is Amsterdam at its best.
7500,hi twitter I missed u guys 2day! no tweet updates in 20 hours = me loosing five followers 
7501,@melidm Your song is up next! 
7502,Zach is fleeing the country- and I'm sad 
7503,"@antheia 1280x800.......and I don't think I've stopped being enamored of Hossa yet   Leave me alone, I can remember him this way!"
7504,mumbai crushed..........bangalore won..........go RCB  the underdog will win 
7505,morning hav a good day everyone 
7506,eminem is the smartest human in the world 
7507,kl not klee  Getting used to ime
7508,"I am NOT in a good mood.. breakfast, shower, lots of running around! ugh "
7509,"@GatwickSolo i don't like single shifts, least a single day is better than a single night, i've had three in the last month! "
7510,@mileycyrus who doesn't? her music's so catchy!  even though she's a little weird.... haha.
7511,is watching the 'New Moon' trailer. (thanks to Lori)  http://plurk.com/p/xm1w4
7512,"@davidsdoll101 I love foods too, but my doctor told me this morning to lay off the fried foods  (borderline-high triglycerides)"
7513,@AlhizaJane I was just thinkin the same thing! 
7514,@-emilyosment hope you win!!!Love ya 
7515,Britain's got (good) Weather. I wish I had some of that over here. 
7516,@rnfjonasstack damnnn. training starts  at 11. but that would have been cool. next timeee 
7517,apparently iPhone or Smart Phone... I just can't get a good signal in my house!!!  #whyATT
7518,"@number1producer - The Sims 3 finally finished downloading. It's installed now, but it tells me I need to upgrade my video card "
7519,@_Abomination_ Cute ... hopefully this wasn't in reference to me ;) I had no part in my genetics ... let's blame dad! 
7520,aww . my left arm hurts 
7521,"@yulianasari  emma roberts is in that movie, it's quite good i think "
7522,"Crap pianoing later again grrr.  Just chilling now. I think I'm done with all the hw, I still have a test to study!"
7523,@ElodieMoreels Has he mentioned &quot;ze leetle grey cells&quot; yet?  Enjoy!
7524,"Here I find myself sitting up in the middle of the night with our youngest son, just before a very busy day with appointments all over "
7525,Thanks to everyone for the #followfriday recommendations...  I'm glad you all live in the same part of Twitterville that I do  
7526,aw eff! totally forgot about MMA today... supposed to be there in 5 mins EFF! guess i'm not going .. 
7527,@kerrikuklinski how have you met so many celebrities?! It's not fair 
7528,@FrancescaGuiou  I thought ibhad a present.
7529,Figures when I'm back home I start having bad days 
7530,Wooohoo Goin into Town today with Megs Its soooo nice out I LOVE Bein off schol sooo much !!!!!!!!!! 
7531,"@princessdeleon 'Casey'?! Hahaha! Ya, that would be bad. Why not name it 'Eric' while you're at it?  I'm glad you had fun though. "
7532,I am trying to understand something which am really not interested in.. 
7533,@RollingtheDice im jealous 
7534,@benjamenus gah! what *is* it with me and Marks! i'm sorry  has your name always been there? cos i'm sure i've looked before to check
7535,Have a ouchy head which is making me feel sicky 
7536,@ddlovato PLEASEEEE YOU SING IT DONT FORGET AND LA LA LAND&lt;3 I LOVE IT  and cogratulations for your voice is amazing with your talents!
7537,you lie to me  too much @xandervdw
7538,"Christine got the album! And I didn't! :O Gotta get it soon!  But still get one! LVATT!  Woot, woot!"
7539,twittering for flyff 
7540,is hating this picture.. 
7541,@DionneSouth Well once you get it working let me know 
7542,Missing London... 
7543,@Clydeville that was a low blow -  I can assure you the 5 month old did have any bbq   - feeling human again today
7544,had a great weekend with Yaniv &amp; Noa. Now back to full week of work  #fb
7545,"omg, i hate facebook x10 right now  my uploads and album making skills went disappearing after i hit publish, wtf? bugs or what? *angry!*"
7546,@chapuu i miss youuu!  &amp;&amp; i looove you â¥ !
7547,wishes I could embrace exercise like these people on the biggest loser! But...gonna go to bed instead. It is 2 am!! 
7548,"Sitting and waiting in the hospital, think it might be a long night but who knows "
7549,"@junita to the way of the dodo, gone forever. "
7550,sticking to your guts is always good  gudnyt tweeps!! happy looooong weekend! yay!! 
7551,@kfrags we need to finish dance party in a kitchen   WHENNNNNNNNNNNNNNNN. next weekend?
7552,"@poppya90 Good luck with the 40 hour no talking or eating famine -  BLISS - peace, quiet &amp; a clean kitchen "
7553,"The sunset driving back to Stillwater is gorgeous! This picture does it no justice, but I took it anyway.  http://mypict.me/2k9y"
7554,is wondering what i should put in my bio its just so much more to me then 160 chars 
7555,@littletons ME TOO! *flails* can't it be january yet?! 
7556,I really hope it doesn't storm while I am home by myself!! 
7557,Great! Already exhausted and its only Wed. Welcome to Hump Day.  At least I get to wear shorts down here in the salt mines.
7558,"H4D = Stage 4 of 6 (Total 100k) : 8,7 km in 50:32. Time trial  Info and pictures on www.hardloop4daagse.nl"
7559,@ladyofsalzburg thank you   #ff
7560,Yuck. My friend tore her calf muscle 
7561,Still studying for my tests... class til 8 tonight  booo... want SLEEP!
7562,"@DavidArchie Oh, say, can you see, by the dawn's early light, What so proudly we hail'd at the twilight's last gleaming.. *singing* "
7563,sad as it sounds..i have been listening to some beautiful classical music. ahhh. to play like that. 
7564,@marleematlin http://twitpic.com/6c7fb - Nice rack 
7565,@mandahill it is in the OPAC (less obvious than BBCnews suggested) and then it asks for password for Athens. JRunhappyL 
7566,The kids did well cleaning the basement for The Cousins. Off to Krispy Kreme for their reward. They are excited about that! 
7567,"@leakedLJ I have TOO many songs for an album. Rather than finish the ones I have, I can't help but to start new ones.  "
7568,http://bit.ly/xxPDM  I want it. Too bad it's only conceptual right now 
7569,In bed relaxing feeling sick again after homework  better get used to it tho watching tv then ipod
7570,"@andyclemmensen u had curry earlier too, has that died off yet or was it the 2 reacting? haha, poor andy "
7571,"@fallonbrooks Thanks, it is! "
7572,Do you know of the Ting Tings? Get hip to them! British male/female duo. Their song 'That's not my name' is pop perfection. 
7573,"Is headed to work, come to Cornerstone and say Hi!...and buy a guitar while you're there! Or a Bass..I'm indifferent "
7574,Must head back to the office 
7575,Here comes The sun! 
7576,@ashley_eastwest Lucky thing 
7577,@johnallenmagee I know 
7578,Running is not for me. Knees just can't do it... back to the bike trainer. 
7579,"I've lost my addidas trainers, my favourite pair too! "
7580,"just love beach handball  Gonna be fun tonight - good food with my handball girls, a great handball match on TV and then partytime "
7581,@Super_fresh Your welcome.....  I caught it!
7582,Im so tired but cant fall asleep!  so retarted!
7583,@j2klive nah a dint know it was by u wen am dere singin along to it bt a do and am sorry  like a sed tho BIGGG TUNE
7584,its rainging and its saturday  a perfect weekend ruined 
7585,@mathewsanders @marcthom I'll miss the first half cos of netball 
7586,Almost burned my apartment down. Lesson learned: never use votive candles on oil burners 
7587,I don't trust the Mail. I think I got ripped off 
7588,@marshhmalou sa angle lang yan teh! Pingpipilitan ko hahaha! ) i mesh youuu! 
7589,@missconway good morning from germany  kitty vid ? no.....where can i see it ? i have 2 cats ....so cute but bold as hell *lol*
7590,@dannywood k ... as hot as u all r ... this just jump started a vomit ...sorry 
7591,Wow. Both younger siblings had their wisdom teeth removed this week. That's rough. 
7592,Until this ridiculous cut grows out  
7593,"Ughhh, this is just totally what the heckles. "
7594,@asialeigh lol theyre imported from my facebook status 
7595,getting miley tickets 2m.. Hope we can get them  x
7596,"back from LA, and really sad that Alex has a fever "
7597,Getting packed for london tomorrow! VIP Britney concert 
7598,such a good weekend 
7599,"Question. Why is @johncmeyer all over my BB Curve? Sample video, option for ringtones...not that I'm complaining, just curious. "
7600,is proud to be a member of the Hulk Hogan fan club!! 
7601,@alliedickinson Don't be so hard on yourself.  There's always next week!  
7602,@swtnlocarb looks like fun  I wish I could have gone. Pokey is on his way home. Tell me a funny from him.
7603,"@emmaaaaaaa okayyy, if you're sure they won;t then yeah, that's fine  xx"
7604,"@leezukor Cool, can't wait to see you again! "
7605,7 days  getting closer and closer and closer everyday.
7606,@michaeljmetts Beautiful! I've always wanted one. 
7607,"Going to my neighbor's graduation, still raining  "
7608,@cgalbraith you knows it  ?
7609,@LaRhythm you play soccer too?! cool 
7610,@DiSCOLENA I know.. I never stopped voting for him  WE CAN DO IT
7611,"Doc says no more 5 hour energy, or any other type of additive or supplements for me.   Boooo!  I feel like I just lost my best friend "
7612,Sniffing insense and about to leave for a night with my grandmother 
7613,Cannot begin to explain how much I love family 
7614,@angiecas its not nice and there's not alot you can do either 
7615,"I just downloaded the new 3.0 software, and all it does is make me want a new iPhone 3gS!  "
7616,the problem with my antiglare glasses is that i can no longer oogle at women behind me 
7617,@geekish No fair. D: Seriously... Golden Slumbers...it makes me cry. 
7618,@cow_grrrl Doesn't the cat's glowing eyes freak you out at night? I haz ur door! 
7619,In Class... 
7620,@robertpartridge You should draw both! I like how you just draw male teen heartthrobs from the 90s  Don't forget Jonathan Brandis!
7621,it's rain day!! 
7622,"@nathandiehl not the Fellers, is it?  "
7623,@McBAWSE further away from meeeeee  FTL
7624,But I think it was just water weight. 
7625,": probably trey songz' biggest fan . not a day goes by , that i dont walk around singin his tunes . &quot; SONGBOOK BAYBEE &quot; "
7626,"@cream2honey haha i love your bio. jessica rabbit is a personal fav cartoon  anyway u very pretty, found u from #ff"
7627,Back ache is back again  Time to sleep
7628,@aceriot I want a fucking Slurpee!!!  
7629,"@darave I think you should fill us in on details of the night  or at least fill me in on it, hehe"
7630,"If I got CMT, I'd be watching the Country Music Awards. Alas, I'm watching the repeat of NCIS instead.  No country music for me tonight."
7631,soo excited for PHISH to blow my mind!!!!! and to see all my friends!!! i can't stop thinking about this weekend!!! 
7632,@TheRedgiester thank you 
7633,@Dittes happy birthday 
7634,napping is what i do best 
7635,Hay we have a lot lot of animal photo my phone is going to die so i will send them to u in a little bit k 
7636,Morning all! It's new kitten day!!!!!  I can't wait 
7637,@honk4peace Never received any DMs last night.    Twitter was hacking up a lung or something.
7638,bout to watch the last Leno show 
7639,@car4dave Never mind Debra...what are YOU gonna do?  You too can contact Reps Dave 
7640,just watched its on alexa  too funnyyy
7641,Just had a tim buttons chicken snack wrap! Yum 
7642,"really want this new #iPhone (http://bit.ly/1MfMoh), but stuck with this #blackberry http://bit.ly/UqB9n for 6 more months ugh "
7643,"Nearly passed out on the bus Yesterday, thank God I don't have to get up on Saturday "
7644,Morning all. Feel better this morning. My left eye is quite sore though 
7645,@theDebbyRyan I  put a picture on with you debby  Thank you again. You were soo nice :*
7646,@jashiu you forgot to add weekday mornings  #song #video
7647,@vach151 Bad news though - I have no Neko Case 
7648,"Good morning!  Now then, its monday morning, its early, it can mean only one thing... kettle on! Come on chaps, who's going to bring cake?"
7649,"Its Friday, Thank God.... Summer kick off weekend officially here "
7650,"just push the knife deeper into my soul, monday is just another day..... "
7651,"@_Krys That sucks so much, I'm so sorry. We just lost Holly a few weeks ago. "
7652,is studying for exams!!~NYAAAAAA! 
7653,Morning  just getting ready for  start at 9 x
7654,@randywalters re: axefx &amp; guitar fever. Great news and congrats. Just got in from wedding gig. Guitars sounded great of course. 
7655,holy balls it is so hot today. screw mowing the lawn. i miss the snow  but not really.
7656,"@jason_tate thank you sir, will do! "
7657,"@hellnbak So the religions all agree on something, but not you, eh? "
7658,@therealnobody  thoughts &amp; prayers out to you
7659,@MandyyJirouxx GoodNight 
7660,"Most interesting book, the one I got today.  Can't wait to read it!"
7661,@Fearnecotton haha Brian May = new hair idol! Congrats on the award too  x
7662,Great day out. Miss having a dog 
7663,@JoelMadden Back to New zealand again? How about popping back into Dunedin again 
7664,@Apocolypstick Launch of our new website! ...as for lunch...I'll probably celebrate with a burger. 
7665,"@HollBuz Oh i think i know the one you mean, is it the one they are advertising on TV? And no, no Wii "
7666,happy mothers' day to all the moms out there--especially mine! 
7667,"@ncacensorship &quot;Now put the Hemmingway down sweetheart, and get back to your Grand Theft Auto&quot; "
7668,Sky Pic to share. Took it while kicking back after a long walk with my pup   http://twitpic.com/68fz6
7669,@NileyLoveStory hope she undestands  she's awesome sweet and talented &lt;3 and she doesnt need justin.
7670,lost ALL cable/internet. no eta. probably monday.  
7671,@julienphalip I cancelled my flights - too busy to go  So my tweet was a wistful one.
7672,@siimpLybeautii gotta kiss a very frogs 
7673,@creamers haha we're def gonna do more giveaways soon! 
7674,paramore please come to indonesia. 
7675,Charlie's angels  i should go find Lizzie x)
7676,"Flour tortilla+ fried pork+honey bbq sauce+cool chip doritos, roll it up = BAMMMMBBB! And some orange soda to wash it down "
7677,"Visiting my own exhibition, cause I'm a douche "
7678,@noddynoddynoddy  Aww.. You attacked me on SpyMaster! (
7679,"Fairly rested, showered, &amp; it's a beautiful day.  hopefully work will go by fast &amp; @kellyballs gets to make the trip up tonight!!"
7680,lovin the late night roomie chats. so gonna miss her. 
7681,Early start... In car already on way to Maidstone. Gonna get some great pics today.. I can feel it! 
7682,I miss my emily..... 
7683,Arkworld is the name of the rpg my fiance created and we're beta testing it. 
7684,missing my wife and working on my dang summer school syllabus...why am I teaching alg 1 again? 
7685,"@crispies Couldn't get a team together for the relay.  Gtown to Idaho Springs instead. I will see ya at the Denver, tho! Lota beers after!"
7686,"@bootooyoo if you're paying. Until then, this is our playground "
7687,@FCA  yep but i still got stuff to do... 
7688,@stars_are_fire That is cool. I have never been to Vegas  my wife has been but not me.
7689,Oronton Sale! 50% off everything... Sale Ends tomorrow. I'm like a fat kid in a candy store 
7690,@MissMama - WITHOUT ME  NO FAIR!
7691,is tired of the people who live above her and tired of allergies and just tired in general 
7692,"@mikeymcfly luv u, per usual.  have great mental day off 2morr.  b inspired "
7693,"Charity Event + $40,000 + Robert Pattinson = A KISS from him; I might have to make a trip to the bank; It would be well worth the $$$!! "
7694,I'm lonely... 
7695,"@SIFashions Wow, that's really sweet! I'm assuming this is blog-related.  Thanks so much."
7696,@2uincy thanks 
7697,says matatapos na fated to love you.. weeee  http://plurk.com/p/vh137
7698,@JLSOfficial awww stupid police  never mind theres always nxt tym!!! hope u guys had fun last nyt!! xxxxx
7699,"@Tiwaworks well I was coming, but Veta was tired, and I didn't have anyone to come with! "
7700,Had to catch up on some tweets! Right now I'm procrastinating. Unpleasant phone calls to make today! *Sigh*  
7701,"Take my blood please, I don't have much time. "
7702,@NaiveLondonGirl I love my AppleTV just wish it allowed supported other video formats natively without having to hack it 
7703,SUPER!!!   Here is my current progress on the&quot; Cute Rain Pinup Style&quot; super sexy jaajjaaaa!! Besos http://yfrog.com/11k38j
7704,"Otak2, rangi sagu, pempek dan markisa squash bertebaran di meja. I love them. "
7705,@michaelfranti thanks for the mothers day wishes 
7706,Just got back from WW  too much buffet and red meat this week got some work to do this week!!
7707,@segdeha and he is male after all ... they dont evolve much paste 15! 
7708,"@jeffrudell You're a big inspiration to me! Have started many a paper project after reading one of your posts, no need to blush! "
7709,Damn hurricane conditions spoiled my lovely lunch al fresco at merrick 
7710,"@FallenAngelBoy9 Why thank you, kind sir! "
7711,to early to go to work...... 
7712,im pretty excited to seee demi. shes such a good performer to get you pumped for the jons brothers 
7713,@b1tmast3r Well it is ... and it isnt XD lol But she can try it  Im using it and Im not that big into coding!
7714,@sidrak @sarahsbash @i_can_deal hahaha we should have never stopped ;) and I doubt i'll make it sarah but i'll see you all after! 
7715,I LOVE YOU ALL!! THANKS A HEAP!! 
7716,"I wanted to take my bike to work, but it looks like its gonna rain.. "
7717,No one is seeing Star Trek tonight  sad
7718,@danmikhael is a hoser. I am most definitely human. and have a sneaky suspicion that Dan has &quot;ego&quot; issues-posted links 2 you! chill geek! 
7719,@popbytes have a good time!! 
7720,"yea man, dwights my guy "
7721,@blockycurvature Thanks!  I had the vanilla with chocolate frosting tonight. Delish!
7722,Just woke up. Still tired 
7723,"I like @hunch and have since I saw a demo at foocampeast this spring.  yes, yes, I contributed a lot of bath bomb arcana to the beta. "
7724,2.totally screwed up buses today and went to the wrong stop in the city so ran to dads work and found a new bus...was late for work 
7725,@saragomes ya eu estou bem.. yer im from faro too.lol but i havnt gone back since i was born 
7726,"New Rule:  if you have decry Twitter, and have an account on every other social network out there--STFU.  And join the crowd! "
7727,I'm cutting up strawberries for strawberry shortcake 
7728,smiling to myself  bout to have a little fun.. just hold on.. u started now I will finish.. why? because im bored and need something to do
7729,I'm talking about them  Come on lions! #lions
7730,i hate packing....and cleaning...a day full of hate 
7731,@OhSoFuzzy oh so mad I would of love to watch my cuz baseball game....sad 
7732,@MaegBucks  i LVOE YOU
7733,@smuttysteff so sad I can't make the ice cream tweetup 
7734,My very own FREE cam site will be launched next week...100% FREE 
7735,my ear hurts really really bad right now. 
7736,@ModelSupplies The REAL @Therapist_Model s REAL hubby  And A Detroiter too  Have a wonderful evening girl
7737,@cobbap Things are nice and quiet -just the way I want it today.  Whats on sched for you in the desert today?
7738,"@gooberdlx btw, where are your SF @dropio peeps? They should come to the Entrepreneurs Lounge on Friday. "
7739,I guess i really should go back to writing and music. but im lacking inspiration  HELP PPL!!
7740,@babyskinny That will be a very short message....boring trip just meetings 
7741,"eating cheetos  i have to get a P.E.T. scan tomorrow, 3rd xray in the past 5 days lol blaaah"
7742,@RachelRae_meow  i love you rachel!!! :]  ps...nutmeg is sick  i don't know if he's going to make it 
7743,Ugh. Allergies still kicking my butt. Home on the couch today   http://myloc.me/2hnp
7744,@whitsundays You poor *sausage*! LOL  If I could I would send you a pack - but don't think they would enjoy the flight! 
7745,@raindropsclub Well welcome to zee twitter 
7746,@babyrabies what if you painted them. Unique for each person.  Just a thought.  
7747,Damn working 2nite! I want this nite 2 b over and it just started! 
7748,@bagfetish awwwwwww......that sucks!!!! Sorry to hear that!! very very bogus! 
7749,@petewentz  Happy Birthdayy !  have a great one ! 
7750,oh man its gross out 
7751,"Good morning, everyone!! To those in the O... Rainy/misty day!! "
7752,@jessiiemcfly LIKE ME 
7753,is watching angels and demons  &lt;3 for free at http://FreeTheaters.com..
7754,@derekcoward  That sucks 
7755,i wanna relive last night's concert!! 
7756,@sosoxo yep exactly 
7757,@joannayoung Morning Joanna. My morning looks like it's going to be a hot day today. Didn't see much of the weekend though 
7758,is so exicted for the four day weekend! 
7759,had a great weekend with my favourite fella  I so hate this back to reality feeling 
7760,@wushupork Good turnout? Think they'll have you back? 
7761,@TLEboy and I am that way  lol
7762,: bad bad morning...migraine...backache...and a bitch for a boss! 
7763,@SeanWG Hahaha. The things we do for love 
7764,This is unusual 4 me..Usually the only thing I make 4 breakfast is cereal. I was so shocked I had done it that b4 I ate it I took pics 
7765,My vlog is processing now. posting soooon 
7766,@rem_ix can't find my homies  u have any?
7767,@RosyAntoine What does she do? 
7768,@bubblesparaiso It was nice seeing you today! See you on Thursday for the tech rehearsal! 
7769,can still smell lake in my hair and still very unhappy about loosing my bracelette 
7770,where are all the twitterers from iran? 
7771,@dicesix owh.. maybe sudden  change of weather all the time huh?..its raining here..and i enjoy it! 
7772,"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn)--Unity, I stand with them. "
7773,@bitful what a feast! if you're feelnig a bit posh try pesto and mozzarella 
7774,"@andyjgallagher Shame it's too far for me to come, i would of loved to have seen the launch "
7775,Its raining and people dont wanna get up and hang out   i might just call my home girls over and make it a movie night with her and drink.
7776,EU slams Intel with record $1.45b anti-trust fine. They screwed my AMD   Bastards!!!  http://blogs.zdnet.com/hardware/?p=4345
7777,been out running errands wit mom since 10am 
7778,@DaThirdEye no 
7779,@therealsldude86 @megzfox I love you guys. You are awesome. I understand if you leave. I hate what ppl put you guys thru. Stay real. 
7780,Swim meet in a lil bit! I feel nervous  its my first swim this season
7781,took my baby 2 get her shots 2day she needed lots of hugs &amp; kisses but glad we got it over with!! 
7782,@playspymaster I want an invite! 
7783,12 days to go before my 18th birthday! 
7784,is already looking forward to the weekend.  This week is packed full. 
7785,yeyz!! just saw the results of the 1st phase of the entrance exam....i passed!!.... 
7786,@lyoko37 on my way to work right now. 
7787,@westincolumbus That is actually an awesome idea! I'll have to check ticket prices to make sure it won't break the bank. 
7788,just finished my talk at eLiberatica 2009 
7789,Going to skool for 3 hours 
7790,"@Donshapiro1 Oh  bummer! Well, what are your big plans for the rest of the weekend?"
7791,Was debating Mc Donald's or Jack n the box. But when I pulled up Jack was crackin. So that easily changed my mind 
7792,"@esteveban Thanks, Cairo is excited he'll be going with me to watch for now. "
7793,guys puple tights are sexy 
7794, feel so sad for u back leg and ur eyes....sorry.. :'(...hope they will be fine...they must be fine..
7795,@mynameistimothy What`s the other band besides SL2S ? I still want Sorry But No on my iPod 
7796,in the right corner u see my house in Italy! and the view ofcourse...i'ts breathtaking 
7797,@tommcfly Will we see you guys in the Philippines?  That would be the coolest thing ever! Always wanted to go to one of your concerts!
7798,"by the way, I think i'll tweet tonight after work at 11pm (in France) "
7799,@hannahlovesa7x =o excuse me hannah hong how dare you... 
7800,Omg listening to #cobrastarship 'good girls go bad' on the radio.. Sounds good y'all!! 
7801,"@Jebbieboo Okily dokily, no worries hunnie. So sorry to have woken you! I feel bad anyway, cos it's mostly begging again  Speak soon"
7802,Summer class homework  Drinking tea  Listening to @jonasbrothers &lt;3
7803,@nornirelad it will b for me as a Mac will be all I get next. I know I had 1 for 3 days before  @HexTheYid broke it 
7804,Why has Google removed the ability to search for Public calendars from the Gcal? It was a cool feature. I need a french open iCal link... 
7805,@jaymsterbean now i'm all worried.  what are the odds of him disapproving?
7806,@Sami_May whoot  cant wait lol wuu2
7807,@RosieGaga no because i watched pokemon after school too! 
7808,Weetabix and Choco milk  Yum!
7809,It's a good day! Got my new &quot;mac&quot; workstation and the nuggets are in the  conference finals... It's business time 
7810,feels like drinking a good burgundy.... 
7811,@musicalkimberli I just did...No Answer!!!! 
7812,Revising 
7813,"@JayJayKlees Well, I think you should go search for the pot of gold "
7814,I love hearing messages from my friends in Spain!!! 
7815,"Gordon was doing well around the apartment, but then he sprayed Christine's bag. "
7816,@timstarockz aww  you mean Bigbird?
7817,This is totally random but I have been reading Yorkietalk.com for like 20 mins ... and I dont even have a dog. ... 
7818,Test graded final grade in math B  i was sooo scared!
7819,@bodaciousbre weird. Thats exactly what i said after you were done explainin how ur genital warts effect your sex life.  where r u?!
7820,im not going to vanessa williams album listening party  tickets are all sold out! i took too long to decide...oh well.
7821,Goodbye Baby Albert!  You are an angel now. 
7822,Woke up late 
7823,feeling like DS today.  
7824,@Crystal0386 well idk bout Prince but RKelly is The Dreams fav and well if u didn't know I love me some Kells 
7825,after i've been on the web for a bit i'm going to do some H.W 
7826,I miss summer 
7827,@TinaTwinkleToes LOL yeah I just got that suggestion but sadly do not have it 
7828,PiÃ±ata time!... all for the girls 
7829,someone turn on the shower please!! 
7830,http://twitpic.com/4wsst - one of my models from a photo shoot.  stacey 
7831,"@legacy7kas WOO!!! Yea  Yeah, I caved in too...sucka."
7832,@IJCopon925 all the better for me. 
7833,So I might need back surgery?  Stupid dance. Blechh.
7834,With Tears in my eyes! 
7835,"@AdamMaguire Rant away  I just take issue with the patronising tone of the letter, particularly in light of the revelations of abuse"
7836,Yay  Sold my old bicycle for $125 and ran to Ypsi Cycle to get this one! - Photo: http://bkite.com/08f6o
7837,i miss my fam so much. 
7838,Just finished rollin my hair in rods....waitin on some curls to produce lol....so I can have some fun with @FlyGuyPerry tonight 
7839,@TatianaMzPretty so please don't mistake my persistence 4 ne thing beyond that...but I would love to chat w/ u a lil more if poss. 
7840,"@curiousillusion And I mean, follow the bubble with the cam, to get the bubble still and sharp. "
7841,"Oh Hi there, Oh look at the time, Bye there "
7842,Danny not in Idol finale!!!    
7843,attending to MySQL web conference... 
7844,@FrankMayans I know...I need them! They work super fast...just not sure if the doctor will give 'em to me 
7845,@foxyme that sounds like a good idea.  but Prospect and not Ft Green 
7846,@djmobeatz Not dressed for it  ill be out next week tho
7847,@papaswithapuck i know it is. that's the one think that i will actually say i rock at outright- my extension. but my legs arent as 
7848,@feefaye luckyyyy! I don't even know if I'm going anymore 
7849,"Has been white 32GB iPhone 3GS'd. But, the zagg invisibleshield I ordered 2 weeks ago still hasn't arrived, so I'm not using it, yet "
7850,@Synfullytwysted  nothing new there then    you ok huni?
7851,@juliagaynorRPG I think so too!! 
7852,"@cookoorikoo@leavesofglass:  Thank youse, ladies, thank you "
7853,@hahaHELLNO U are already on my list. Lol  The little bible awaits u.
7854,@carasneddon no not really.. the 44? ;P what was wrong with you today? 
7855,Wow! Microsoft's Natal is amaaaazing!! I want one 
7856,@wakeup_maggie because im keeping you up i sowwie  thanks for listening
7857,"@sdesocio A good bloke, to be sure.  But he loves to peel your theological weaknesses like an onion!   @bahales and I have experienced it!"
7858,"@angellah I spend them as I go, so I don't actually have 1M in my account. "
7859,@wen1027 ha ha! I thought we were just talking about the shirt here. 
7860,@Infamous_LadiiT no wawa in nyc. I'm so sorry to hear that  (sarcastic sad face)
7861,whats up twitterheads?i know its late and im tired i have been a different link sorry  im not staying too long did i miss anything?
7862,@vmperella  I understand the tradeoff!! May be time to invest in fake ID. j/k ;)
7863,"Home feet up! Turns out im full of the cold, gutted! I wonder if i go to sleep for an hour wod i b able to go to newcastle!!!! "
7864,@JLSOfficial Ha Ha . Awwww Not Ganna Be Me Only Got 75  X But Anyways So Happy to Here From You Guys . !
7865,Aww I miss emma and kayleigh already 
7866,"11am and I'm up, dressed and eating breakfast in the sunshine. "
7867,@JT_twit Agreed. I might have to tune in later to see. How did the ribs turn out. Was waiting on those pics and they never came 
7868,@anioklin  Clean Me!
7869,Just came home from Mother's Day lunch. I think I ate too much cake 
7870,@keiyna i can definitely do thaaat! 
7871,@elynnbourdon I wish I was 21 
7872,Problem: I'm not going to see boyo for 3 months 
7873,blossom: in salt lake with my jayce face...royce: home alone without me  (my baby has drill again 2morrow..) cant wait til' hes off!
7874,@ClintonSkakun yours works on all sizes  very clever on the left side name. even 800px can get it *Winks*
7875,photo shoot. :p. textin up a storm. hella cold. 
7876,http://twitpic.com/7nmh1 - every single part of me is offended I do not look like this anymore 
7877,going for lunch with mum today! hopefully can wear my summer dress if it stays nice  then going for some drinks in curlers tonight!
7878,@royalnorman http://twitpic.com/67oj9 - gorgeous! Tell April a fellow '00 Wildcat Graduate wants a cooler weekend 
7879,@yellowdream Ñ? Ð¿Ð¾Ð¿ÑÐ¾Ñ?Ð¸Ð» @kenobius Ð¿ÐµÑÐµÐ´Ð°ÑÑ ÑÐµÐ±Ðµ Ð¾Ð³ÑÐ¾Ð¼Ð½ÑÐ¹ Ð¿ÑÐ¸Ð²ÐµÑ 
7880,"Michael is sick, please pray for him to feel better.  He never gets sick.  "
7881,I'm watchin the house wives of nj and omg I wanna b someonez wife    not wifey.    Wife.  There's a difference
7882,"Can't stop watching the new video Clip of Lady GaGa, Paparazzi !!! That's soooo nice !!  I want more and more !! "
7883,"@Batesyk7 No, I didnt see it  Imagine the stretchmarks though?"
7884,@AnneAAM   do NF tweets count?
